"Title","Studio","calWeeklyGross","totTheatreCount","totGross","totBudget","WeeksOn","startYear","startWeek"
"Jagga Jasoos","UTV",894600,348,894500,"         NA","3",2017,28
"Jake Squared","Free",3000,1,3000,"         NA","1",2014,33
"James Cameron's Deepsea Challenge 3D","DLA",270400,304,270400,"         NA","1",2014,32
"James White","TFA",104700,35,104700,"         NA","5",2015,46
"Jane (2017)","Abr.",1740500,555,1743800,"         NA","9",2017,42
"Jane Got a Gun","Wein.",1635600,2255,1635500,"         NA","4",2016,5
"Janis: Little Girl Blue","FR",434000,150,431900,"         NA","9",2015,48
"Jasmine","Indic.",25100,17,25200,"         NA","9",2017,24
"Jason Bourne","Uni.",176908100,22617,175912700,"   12000000","9",2016,31
"Jauja","CGld",64500,26,65600,"         NA","6",2015,12
"Je T'aime, Je T'aime (2014 re-issue)","FDesk",7700,9,80000,"         NA","42",2014,26
"Jealousy","Distrib.",70000,26,68200,"         NA","7",2014,33
"Jeepers Creepers 3","Scre.",2307200,1304,2257100,"         NA","1",2017,38
"Jellyfish Eyes","Jan.",9300,3,9200,"         NA","2",2015,28
"Jem and the Holograms","Uni.",2327700,4830,2327800,"     500000","2",2015,43
"Jenny's Wedding","IFC",3900,4,3900,"         NA","3",2015,31
"Jeremiah Tower","Orch.",236300,188,236300,"         NA","9",2017,16
"Jersey Boys","WB",31337300,9800,53976000,"    4000000","9",2014,26
"Jerusalem","NGE",2056000,384,8635500,"         NA","84",2014,26
"Jet Trash","Indic.",21600,21,22300,"         NA","9",2018,17
"Jigsaw","LGF",38425900,10074,38425900,"    1000000","8",2017,43
"Jimi: All Is By My Side","XL",380800,140,380800,"         NA","3",2014,39
"Jimmy's Hall","SPC",628500,331,602000,"         NA","9",2015,27
"Jimmy Vestvood: Amerikan Hero","SkyI",244700,39,250600,"         NA","8",2016,20
"Jodorowsky's Dune","SPC",18600,18,742600,"         NA","19",2014,26
"John Wick","LG/S",48076100,11368,49133100,"    2000000","9",2014,43
"John Wick: Chapter Two","LG/S",96493100,15915,95495600,"         NA","9",2017,6
"Jolly Llb 2","FIP",1734700,398,1734700,"         NA","3",2017,6
"Journey's End","Good Deed",160800,96,159900,"         NA","7",2018,11
"Journey to the South Pacific","Imax",2624900,611,7899900,"         NA","98",2014,26
"Journey to the West: The Demons Strike Back","Sony",923200,154,923200,"         NA","5",2017,5
"Joy","Fox",60569200,12291,60991000,"    6000000","9",2015,52
"Judwaa 2","FIP",1445200,490,1445300,"         NA","3",2017,39
"Julia (2015)","TD",2900,5,2900,"         NA","1",2015,43
"Julian Schnabel: A Private Portrait","Cohen",800,1,9400,"         NA","5",2017,22
"Julieta","SPC",1464100,444,1544300,"         NA","9",2016,51
"Jumanji: Welcome to the Jungle","Sony",409053400,47135,406919300,"    9000000","9",2017,50
"Junction 48","Orch.",13500,4,13400,"         NA","2",2017,9
"Jupiter Ascending","WB",54041200,13087,53080700,"   17600000","9",2015,6
"Jurassic World","Uni.",732708700,35985,730422400,"   15000000","9",2015,24
"Jurassic World: Fallen Kingdom","Uni.",405782400,26221,405782300,"   17000000","8",2018,25
"Just Before I Go","Anch.",11800,4,11800,"         NA","4",2015,17
"Just Getting Started","BG",6129300,4071,6142500,"    2200000","7",2017,49
"Just One Drop","Gathr",30100,18,59400,"         NA","8",2017,41
"Justice (2017)","INDEP",3400,10,3400,"         NA","1",2017,37
"Justice Is Mind","TAT",1600,2,15800,"         NA","28",2014,37
"Justice League","WB",231280200,21927,231774600,"         NA","9",2017,46
"K: Missing Kings","Elev.",38500,53,38100,"         NA","8",2014,29
"K2: Siren of the Himalayas","FRun",NA,12,14800,"         NA","8",2014,34
"Kabali","CineGalaxy",2097300,229,2097300,"         NA","-",2016,29
"Kabbalah Me","FRun",11200,4,11300,"         NA","3",2014,34
"Kahaani 2","Eros",369900,81,369900,"         NA","1",2016,49
"Kahlil Gibran's The Prophet","GK",382000,196,370400,"         NA","9",2015,32
"Kahlil Gibran's The Prophet (Gathr)","Gathr",600,1,15800,"         NA","11",2015,50
"Kaili Blues","Ghop",29500,16,29000,"         NA","9",2016,21
"Kamikaze '89","FM",21500,16,23700,"         NA","9",2016,23
"Kangaroo","Abr.",4600,2,4600,"         NA","1",2018,3
"Kapoor & Sons - Since 1921","FIP",2807500,487,2768300,"         NA","4",2016,12
"Kaptaan","UTV",216400,52,216400,"         NA","2",2016,21
"Karl Marx City","B360",42600,13,42500,"         NA","5",2017,12
"Karwaan","Pack Your Ba",175200,75,175100,"         NA","2",2018,31
"Kate Plays Christine","Ghop",27600,14,27000,"         NA","7",2016,35
"Katti Batti","UTV",406000,199,388200,"         NA","2",2015,38
"Keanu","WB (NL)",21865500,8623,21865600,"    1500000","9",2016,18
"Kedi","Osci.",2958500,1090,2917200,"         NA","9",2017,6
"Keep On Keepin' On","RTWC",183300,65,182900,"         NA","9",2014,38
"Keep Quiet","KL",13200,11,52300,"         NA","7",2017,9
"Keep the Change","KL",202200,95,200400,"         NA","9",2018,11
"Keeping Up with the Joneses","Fox",15718300,8069,15718300,"    4000000","9",2016,43
"Kelly & Cal","IFC",17500,20,17100,"         NA","5",2014,36
"Kepler's Dream","INDEP",2900,22,3000,"         NA","2",2017,48
"Kevin Hart: What Now?","Uni.",24879400,7540,24879300,"     990000","9",2016,42
"Keys to the Heart","CJ",76000,10,76000,"         NA","6",2018,4
"Khoobsurat","UTV",757100,118,743400,"         NA","2",2014,38
"Ki & Ka","Eros",911100,296,911100,"         NA","2",2016,14
"Kick","UTV",2836900,432,2836900,"         NA","4",2014,30
"Kickboxer Retaliation","WGUSA",4600,10,4600,"         NA","1",2018,4
"Kicks","FCW",163600,83,163600,"         NA","3",2016,37
"Kidnap (2017)","Aviron",31882200,12370,31685800,"    2100000","9",2017,31
"Kidnapping of Michel Houellebecq","KL",12300,6,12800,"         NA","8",2015,13
"Kids For Cash","Pala.",1700,1,164300,"         NA","16",2014,28
"Kiki, Love to Love","Strand",13200,8,13100,"         NA","6",2016,46
"Kill Me Three Times","Magn.",26200,25,26200,"         NA","5",2015,15
"Kill Me, Deadly","Indic.",38000,22,37800,"         NA","9",2016,14
"Kill the Messenger","Focus",2737300,1182,2737300,"         NA","9",2014,41
"Kills on Wheels","KL",16000,3,16100,"         NA","5",2017,42
"Kilo Two Bravo","Hon",8400,11,8400,"         NA","1",2015,46
"Kindergarten Teacher","KL",39500,17,38200,"         NA","5",2015,31
"King Arthur: Legend of the Sword","WB",40576800,13090,40666600,"   17500000","9",2017,19
"King Cobra","IFC",78900,44,78800,"         NA","7",2016,43
"King Georges","IFC",55800,26,55800,"         NA","4",2016,9
"King of Hearts (2018 re-release)","Cohen",17800,12,17400,"         NA","7",2018,8
"Kings (2018)","Orch.",271400,290,271400,"         NA","3",2018,17
"Kingsglaive: Final Fantasy: XV","VE",294100,68,294100,"         NA","4",2016,34
"Kingsman: The Golden Circle","Fox",102622400,20130,101438500,"   10400000","9",2017,38
"Kingsman: The Secret Service","Fox",145670900,24127,144119500,"    8100000","9",2015,7
"Kirk Cameron's Saving Christmas","Gold.",3109300,1474,3109300,"         NA","6",2014,46
"Kirk Cameron REVIVE US 2","Fathom",725600,1462,725700,"         NA","1",2017,42
"Kirk Cameron: Connect","Fathom",846100,765,846100,"         NA","-",2018,8
"Klown Forever","Drft.",NA,22,6100,"         NA","6",2016,36
"Knight of Cups","BG",610000,237,601000,"         NA","9",2016,10
"Knock Knock","LGP",38700,37,38700,"         NA","2",2015,41
"Know How","FRun",3600,2,3600,"         NA","1",2015,20
"Kong: Skull Island","WB",175853500,23305,174061400,"   18500000","9",2017,10
"Korengal","Sab.",75300,49,116200,"         NA","9",2014,26
"Krampus","Uni.",45543500,9966,46161400,"    1500000","7",2015,49
"Krisha","A24",155200,101,153800,"         NA","9",2016,12
"Krystal","Pala.",37100,91,37100,"         NA","2",2018,15
"Kubo and the Two Strings","Focus",52251000,16367,50645500,"    6000000","9",2016,34
"Kuleana","Gathr",33700,32,33600,"         NA","9",2018,15
"Kumiko, The Treasure Hunter","Ampl.",655600,315,700500,"         NA","9",2015,11
"Kundo: Age of the Rampant","WGUSA",322400,61,322300,"         NA","4",2014,35
"Kung Fu Killer","WGUSA",139700,68,145800,"         NA","6",2015,17
"Kung Fu Panda 3","Fox",155003600,26428,156346700,"   14500000","9",2016,5
"Kung Fu Yoga","WGUSA",380400,61,380300,"    6500000","4",2017,4
"L'attesa","Osci.",59400,38,60800,"         NA","9",2016,18
"L'important C'est D'aimer (2017 Re-Release)","Rialto",19700,8,19800,"         NA","8",2017,28
"L.O.R.D: Legend of Ravaging Dynasties","AR",369500,204,369600,"         NA","3",2016,40
"La Belle Noiseuse (re-issue)","Cohen",3600,1,3600,"         NA","1",2017,47
"La Boda de Valentina","PNT",2817200,943,2817200,"         NA","5",2018,6
"La Chinoise (2017 re-release)","KL",5000,1,2400,"         NA","1",2017,29
"La Familia","FM",3200,2,3200,"         NA","2",2018,31
"La La Land","LG/S",140824100,22451,157638900,"    3000000","9",2016,50
"La Navaja de Don Juan","Indic.",4100,4,4100,"         NA","2",2015,41
"La Notte (2016 re-release)","Rialto",39200,9,39000,"         NA","8",2016,37
"La Sapienza","KL",148300,55,151600,"         NA","9",2015,12
"Labyrinth (2018 Fathom Event)","Fathom",1016400,646,1016400,"         NA","1",2018,17
"Labyrinth of Lies","SPC",847100,429,858300,"         NA","9",2015,39
"Ladrones","LGF",3264300,1157,3264200,"         NA","6",2015,41
"Lady Bird","A24",49479400,12883,49517700,"         NA","9",2017,44
"Lady Macbeth","RAtt.",1172400,620,1169600,"         NA","9",2017,28
"Laggies","A24",1191600,621,1191700,"         NA","8",2014,43
"Lamb (2016)","Orch.",4000,2,4000,"         NA","1",2016,2
"Lambert & Stamp","SPC",195200,189,206000,"         NA","9",2015,14
"Land Ho!","SPC",833600,423,812600,"         NA","9",2014,28
"Land of Mine","SPC",455000,280,450800,"         NA","9",2016,51
"Landfill Harmonic","TFC",18400,18,18100,"         NA","7",2016,37
"Landline","Magn.",976700,478,976700,"         NA","9",2017,29
"Last Cab to Darwin","FRun",37300,22,36100,"         NA","9",2016,24
"Last Days in Vietnam","AEF",524700,183,532100,"         NA","9",2014,36
"Last Flag Flying","LGF",975000,432,974900,"         NA","7",2017,44
"Last Men in Aleppo","Ghop",15200,18,14800,"         NA","7",2017,18
"Last Rampage","EpicPics",6500,19,6400,"         NA","2",2017,38
"Last Weekend","IFC",29800,21,29200,"         NA","6",2014,35
"Late Spring (2016 re-release)","Jan.",14300,1,14300,"         NA","1",2016,10
"Lazer Team","Ampl.",1281800,50,1281800,"         NA","2",2016,4
"LBJ","Electric",2495100,1480,2495200,"         NA","7",2017,44
"Le Chef","Cohen",365600,107,388200,"         NA","8",2014,26
"Le Corbeau (2018 re-issue)","Rialto",33100,7,33200,"         NA","7",2018,16
"Le Jour Se Leve (2014 re-release)","Rialto",38000,5,40300,"         NA","9",2014,46
"Le Trou (2017 re-release)","Rialto",36000,11,35900,"         NA","4",2017,25
"Le Week-End","MBox",4800,5,2552800,"         NA","16",2014,26
"League of Gods","Sony",197800,93,197900,"         NA","3",2016,31
"Lean on Pete","A24",1149500,673,1149400,"         NA","9",2018,14
"Leaning Into The Wind","Magn.",399700,244,395800,"         NA","9",2018,10
"Leap!","Wein.",22649900,13599,22072400,"         NA","9",2017,34
"Learning to Drive","BG",3824600,1259,3673500,"         NA","9",2015,34
"Leave No Trace","BST",5524200,1299,5524200,"         NA","7",2018,26
"Left Behind (2014)","Free",15658300,5465,15658400,"    1600000","9",2014,40
"Legend","Uni.",1996000,322,2023600,"         NA","7",2015,47
"Legend of the Mountain (2017 re-release)","KL",7600,9,7600,"         NA","9",2018,5
"Legend of the Naga Pearls","WGUSA",14100,6,14100,"         NA","2",2017,34
"Legends from the Sky","HHF",102900,67,101600,"         NA","9",2015,5
"Legends of Oz: Dorothy's Return","CE",44100,56,9708700,"    7000000","9",2014,26
"Lekar Hum Deewana Dil","Eros",23900,50,23900,"         NA","1",2014,27
"Lemon","Magn.",30200,41,29600,"         NA","7",2017,33
"Leon Morin, Priest (2017 re-release)","Rialto",45000,10,46100,"         NA","5",2017,19
"Les cowboys","Cohen",75100,26,85800,"         NA","3",2016,26
"Let's Be Cops","Fox",94395000,23469,92019600,"    1700000","9",2014,32
"Let's Get Married","CL",497300,104,497400,"         NA","5",2015,14
"Let the Sunshine In","IFC",856500,334,856500,"         NA","9",2018,17
"Let there be Light","ADC",7303000,2314,7318700,"         NA","9",2017,43
"Let Yourself Go","Men.",12300,8,12300,"         NA","1",2018,9
"Letters from Baghdad","Vita.",341200,149,342200,"         NA","9",2017,22
"Level Five","Icar.",27500,14,28500,"         NA","8",2014,33
"Level Up","FB",1600,27,1600,"         NA","1",2016,35
"Leviathan (2014)","SPC",1180000,288,1180200,"         NA","9",2014,51
"Levitated Mass","FRun",18300,13,18000,"         NA","8",2014,36
"Li'l Quinquin","KL",8100,9,8100,"         NA","8",2015,1
"Life's a Breeze","Magn.",3900,5,3900,"         NA","3",2014,38
"Life (2017)","Sony",31530600,10305,31315000,"    5800000","9",2017,12
"Life After Beth","A24",101300,72,101300,"         NA","4",2014,33
"Life in a Walk","Gathr",1000,1,17600,"         NA","13",2015,48
"Life Itself","Magn.",929600,449,921300,"         NA","9",2014,27
"Life of Crime","RAtt.",304600,102,304500,"         NA","4",2014,35
"Life of Riley","KL",13000,8,13300,"         NA","8",2014,43
"Life of the Party","WB (NL)",52236000,15992,52236200,"         NA","9",2018,19
"Life Partners","Magn.",9300,11,9400,"         NA","6",2014,49
"Life, Animated","Orch.",278000,251,274500,"         NA","9",2016,27
"Lights Out","WB (NL)",73276400,12695,73276400,"     490000","9",2016,30
"Like Arrows","Fathom",834000,784,834000,"         NA","-",2018,17
"Like Crazy (2017)","Strand",111200,62,111400,"         NA","9",2017,18
"Like for Likes","CJ",54900,23,54900,"         NA","3",2016,9
"Like Me","KL",13200,8,13100,"         NA","3",2018,4
"Like Sunday, Like Rain","Mont.",31700,29,30400,"         NA","9",2015,10
"Lila & Eve","Gold.",42900,30,43000,"         NA","3",2015,29
"Lilting","Strand",30200,19,30200,"         NA","5",2014,39
"Lion","Wein.",50115000,12837,53588800,"    1200000","9",2016,48
"Listen to Me Marlon","SHO",477500,161,461200,"         NA","9",2015,30
"Listen Up Philip","Trib.",223700,132,228500,"         NA","9",2014,42
"Little Boy","ORF",6992900,3788,7287900,"         NA","8",2015,17
"Little England","Crnth",13400,3,13600,"         NA","9",2015,20
"Little Fugitive (2013 re-release)","APD/C",1100,3,33400,"         NA","30",2014,26
"Little Men (2016)","Magn.",762700,377,740900,"         NA","9",2016,32
"Little Pink House","Da.",218300,59,218400,"         NA","9",2018,16
"Little Shop of Horrors: The Director's Cut","Fathom",236200,511,236200,"         NA","1",2017,43
"Live By Night","WB",10813600,5974,10883400,"         NA","9",2016,52
"Living Proof","Gathr",3000,4,9400,"         NA","32",2018,11
"Lo and Behold, Reveries of the Connected World","Magn.",646800,272,627400,"         NA","9",2016,34
"Lobster Cop","CL",84700,27,84700,"         NA","4",2018,25
"Locke","A24",104200,56,1578400,"         NA","16",2014,26
"Logan","Fox",237018200,23410,234892300,"    9700000","9",2017,9
"Logan Lucky","BST",28832400,13442,28606100,"    2900000","9",2017,33
"Lolo","FR",25900,23,25600,"         NA","9",2016,11
"London Has Fallen","Focus",67453300,16019,66391700,"    6000000","9",2016,10
"Long Strange Trip - The Untold Story of The Grateful Dead","Abr.",364500,106,364500,"         NA","1",2017,20
"Los Sures","Osci.",89200,9,89200,"         NA","7",2016,16
"Lost in Hong Kong","WGUSA",1366500,93,1366400,"         NA","3",2015,39
"Lost in Paris","Osci.",716800,362,698400,"         NA","9",2017,24
"Lost River","WB",48900,9,48900,"         NA","3",2015,15
"Lou Andreas-Salom<e9>, the Audacity to be Free","CLS",12700,5,12700,"         NA","4",2018,16
"Lou! Journal infime","Distrib.",300,1,300,"         NA","1",2015,17
"Louder than Bombs","Orch.",173900,141,173900,"         NA","8",2016,15
"Love & Friendship","RAtt.",14934900,3709,15268300,"         NA","9",2016,20
"Love & Mercy","RAtt.",14102400,4025,14094600,"         NA","9",2015,23
"Love & Taxes","Abr.",34700,13,34300,"         NA","6",2017,9
"Love (2015)","Alc",265400,59,265400,"     300000","6",2015,44
"Love After Love","IFC",111900,70,111700,"         NA","7",2018,13
"Love and Lost (Shi Gu)","CL",211000,51,202700,"         NA","7",2015,12
"Love At First Fight","Strand",28000,24,28300,"         NA","8",2015,21
"Love Forecast","CJ",32000,2,32000,"         NA","2",2015,4
"Love is Strange","SPC",2576800,765,2526600,"         NA","9",2014,34
"Love Me True","Indic.",21500,19,21200,"         NA","9",2016,33
"Love on the Cloud (Wei Ai)","CL",308300,53,310200,"         NA","5",2014,51
"Love the Coopers","LGF",28029700,11501,28418000,"    1700000","9",2015,46
"Love Thy Nature","ITL",24500,23,42000,"         NA","7",2015,7
"Love, Cecil","Zeit.",95700,32,95700,"         NA","1",2018,26
"Love, Kennedy","Purd.",422900,188,418900,"         NA","9",2017,22
"Love, Rosie","TFA",23300,15,23300,"         NA","1",2015,6
"Love, Simon","Fox",40996700,10200,40347600,"    1700000","9",2018,11
"Love, Sweat and Tears","KL",3100,2,3600,"         NA","3",2017,17
"Loveless (2018)","SPC",570800,302,559700,"         NA","9",2018,6
"Lovesong","Strand",11100,18,11000,"         NA","9",2017,7
"Loving","Focus",8031000,2304,8129000,"         NA","8",2016,45
"Loving Vincent","Good Deed",6803400,1921,6816000,"         NA","9",2017,38
"Low Down","Osci.",60300,32,60400,"         NA","8",2014,43
"Lowriders","BH Tilt",6529000,1320,6528900,"         NA","7",2017,19
"Lu Over the Wall","GK",108400,126,108600,"         NA","7",2018,19
"Lucha Mexico","KL",12800,30,12800,"         NA","3",2016,29
"Luck-Key","JBG",484500,82,484500,"         NA","4",2016,43
"Lucky (2017)","Magn.",965200,500,965300,"         NA","9",2017,39
"Lucky Them","IFC",26100,23,56200,"         NA","9",2014,26
"Lucy","Uni.",145170900,19206,143535700,"    4000000","9",2014,30
"Lupin the Third: The Castle of Cagliostro (2017 re-release)","Elev.",147800,1142,147800,"         NA","2",2017,36
